,id,text,negative,positive,neutral
156,1344278075467571201,"@Stopdelockdown Beste Andy, De kans is klein, maar het zou kunnen. Het is een extra hygiene maatregel. Winkeliers e… https://t.co/jZ2TRtImmT",-2,1,-1
157,1344267241861357571,Vanaf 1 januari is screening op de ziekte SCID onderdeel van de #hielprik. Zo kunnen alle pasgeboren in Nederland g… https://t.co/XdWPIktstd,-1,1,0
158,1344212759416868864,De eerste #coronavaccinatie is op 8 januari met het #RNAvaccin van Pfizer. Hoe een RNA-vaccin werkt? Onze collega C… https://t.co/8VpmEJW7v7,-1,1,0
159,1343931603081457664,"Percentage positief geteste mensen iets afgenomen, ziekenhuisopnames minder hard gestegen. Afgelopen week zijn 67.3… https://t.co/Nwh5YeVKHt",-1,1,0
160,1342127048773545984,RT @MinVWS: Tweede kerstdag komt de eerste levering coronavaccins aan bij het logistiek centrum in Nederland. Wat gebeurt er dan? We vragen…,-1,1,0
161,1342082596277280769,Vanaf 1 januari kunnen pasgeborenen in vier provincies ook gescreend worden op ALD. Dit gebeurt vanwege een onderzo… https://t.co/8TiEOWi6IP,-1,1,0
162,1341719875623014403,@PostmaOne De wereldwijde cijfers staan op Johns Hoskins University. https://t.co/ytY0uCM9X4 ^mk,-1,1,0
163,1341715451928326144,"@CantolinAntolin Hi Cornelia,  De kans is klein dat covid-19 zich verspreidt via oppervlakten, maar het is wel moge… https://t.co/Q1r9cwjkdk",-2,1,-1
164,1341713165466415104,Op 18 en 21 december vergaderde het #OMT onder andere over het verloop van de epidemie en de stand van zaken van de… https://t.co/Bf3hubMK1T,-1,1,0
165,1341405258224963594,De opmars van het #coronavirus in Nederland gaat onverminderd door. Er zijn afgelopen week 82.340 mensen positief g… https://t.co/XmAg2U2BVO,-1,1,0
166,1341367403847020548,"@leon671970 @Lizzivnimwegen Dag, je kunt deze vraag stellen aan mijn collega's van @247bz ^mb",-1,1,0
167,1341361847799300099,Het #coronavirus verspreidt zich razendsnel van mens op mens. Ook tijdens de #feestdagen. Hoe dat gaat? 👉… https://t.co/lORJp8sbdQ,-1,1,0
168,1341348998314078208,@Zonzon79 De Gezondheidsraad adviseert nu om mensen die corona hebben gehad ook te vaccineren. Meer info: https://t.co/ZOsprc6aNY ^mk,-1,1,0
169,1341296656877297666,RT @MinVWS: Het eerste coronavaccin voor Nederland en Europa is goedgekeurd. Dat betekent dat de logistieke operatie kan beginnen. Op deze…,-1,1,0
170,1341021327294132225,RT @MedicijnNL: Om 15:30 uur geven we tijdens een persconferentie uitgebreid toelichting op de beoordeling van het #coronavaccin van BioNTe…,-1,1,0
171,1340973343445495808,"@Krabbekopje Hoi, nee, want er is in Nederland geen plicht om te melden dat je beter bent. ^mb",-1,1,0
172,1339931325504090112,@arianaspizza Alle landen in de wereld zijn code oranje of rood. Reis alleen naar België als het noodzakelijk is (h… https://t.co/fNBHMvNnfi,-1,1,0
173,1339928618399657984,@JoepSchulten Hoe lang de vaccins bescherming bieden is nog niet bekend. Over de werkzaamheid en bescherming zal me… https://t.co/LUO7umKjol,-1,1,0
174,1339903463292059650,"De jaarlijkse monitor met kerncijfers over de #hielprikscreening is weer verschenen, met mooie resultaten. Zo zijn… https://t.co/aK2aRm33rS",-1,1,0
177,1339623757451804672,Als het coronavaccin van BioNTech/Pfizer komende week wordt goedgekeurd door het Europees Medicijn Agentschap (EMA… https://t.co/G0us5qWCmA,-1,1,0
178,1339553830468526080,RT @MedicijnNL: Momenteel wordt er hard gewerkt aan de beoordeling van #coronavaccins. Maar waar kijken we eigenlijk naar tijdens zo'n beoo…,-3,1,-1
179,1339528297630330880,"@Karelde57550484 Beste Karel, De cijfers van de IC bezetting  kun je vinden op de website van stichting-nice https://t.co/RMuUPCcLHo ^mk",-1,2,1
180,1339489160160264192,"RT @kennisimpuls: Hoe bereik je ‘burgers, boeren en buitenlui’? Het KIWK gedragswetenschappen begeleidt in 2021 partijen bij het opzetten v…",-1,1,0
181,1339190208366047233,"@Koelie1984mp Hoi Koelie, ik weet niet waarom je gister geen pushbericht over de meldingen hebt gekregen, dat zou j… https://t.co/3BSosiVY2r",-1,1,0
182,1339138988263825410,@Blanter23 elke dag de nieuwe cijfers bekijken: https://t.co/JXm06d5ckU. ^ms 2/2,-1,1,0
183,1339138980936290305,@Blanter23 Hi Mike. Wij publiceren inderdaad elke dinsdag de wekelijkse cijfers. De dagelijkse cijfers kunnen fluct… https://t.co/w4LVW5jSUv,-1,1,0
184,1338870715924303872,"@Koelie1984mp Hoi Koelie, wij publiceren maar eens per week, op dinsdag, de cijfers. Via https://t.co/HQ0jbtWWIl wo… https://t.co/90PwD5IMV0",-2,1,-1
185,1338862292826345477,"RT @KNMG: Luister nu de nieuwste aflevering van de Artsen Podcast over het coronavaccin. 

https://t.co/IhG32Pvxw0",-1,1,0
186,1338856203418365952,"@teunemans Hoi Mirjam, wij publiceren eens per week,  op dinsdag, de cijfers. In https://t.co/HQ0jbuexzT worden cij… https://t.co/JARa2oYB0L",-1,1,0
187,1338852059324456960,"@robmueller2302 Hoi Rob, deze cijfers kun je vinden op onze website:  https://t.co/2k1aOyk9CC ^mb",-1,1,0
188,1338850032569683971,"Sinds vorige week dinsdag gemeld bij het RIVM: 

-  1.480 mensen opgenomen in ziekenhuis (vorige week 1.229)
-  222… https://t.co/VPSZqURuHa",-1,1,0
189,1338831184185454593,"@gjcats @PRTR_NL @SA_Nijhuis @j_vollenbroek @GRotgers Hoi Gerard, als het goed is dan beschikt TNO over deze data.… https://t.co/LKs5tuyncq",-1,1,0
190,1338816449087987713,"Zorgaanbieders passen steeds vaker #digitale zorg toe, ook wel #ehealth genoemd. Door de #COVID19 pandemie zijn ver… https://t.co/UGm0cJH22G",-1,1,0
191,1338801452240826369,Met ingang van vandaag worden de #weekcijfers van #COVID19 en het bijbehorende nieuwsbericht rond 15.00 uur gepubli… https://t.co/kbJCFGoMj5,-1,1,0
193,1338767121782857729,@jolijnvdsande Hi Jolijn. Vragen over de maatregelen kun je stellen aan @Rijksoverheid. ^ms,-1,1,0
194,1338766404477128708,@katarin08860997 Hoi Katarina. Vragen over de maatregelen kun je stellen aan @Rijksoverheid. ^ms,-1,1,0
195,1338744172224929794,Het #coronavirus heeft tijdens de eerste golf grote impact gehad op de #zorg in Nederland. Door het uitstel van del… https://t.co/r7x5QMaxJ9,-1,1,0
196,1338566292404645889,"RT @NOS: Jouw vragen beantwoord in 'Coronavirus: feiten en fabels', volg het hier https://t.co/vlXcD2cYeG",-1,1,0
197,1338555390976528387,"RT @Rijksoverheid: Het coronavirus verspreidt zich razendsnel. Om de zorg toegankelijk te houden, moeten we onze contacten tot een minimum…",-1,1,0
198,1338513773699756032,"@FalcoVeen Hi Falco, nee die uitslagen tellen niet dubbel en worden goed uit elkaar gehouden. ^mb",-1,1,0
199,1338512756924952579,"@Lt_Pinda Hoi Frenck, je kunt veel van dit soort gegevens vinden in onze wekelijkse rapportage op onze website: https://t.co/2k1aOyBL1c ^mb",-1,1,0
1,1338505441916162050,"@PJ_Meijer Hoi Peter, het is goed om de GGD te bellen om hierover te overleggen. ^mb",-1,1,0
2,1338215782854037509,RT @ministerieJenV: Op sociale media gaat een lijst rond met nieuwe besluiten coronamaatregelen. Deze is onjuist. Alle actuele informatie o…,-1,1,0
3,1337417047697973253,"@hanna401211 @RemStadhouders Hoi Hanneke, de GGD beoordeelt dit vaak per situatie. Je zou dan ook met de regionale… https://t.co/gJhx4pEgbq",-1,1,0
4,1337405096196517888,"@BramvanDoorn Hi Bram, wij publiceren eens per week, op dinsdag, de cijfers. Je kunt dan uitgebreide cijfers vinden… https://t.co/hFbKAqzNQA",-1,1,0
5,1337397053719252992,"RT @OmroepMAX: Hoe vieren we kerst dit jaar? De kleine kring is groter dan je denkt! 👇

Meer hierover te vinden op @MAXmeldpunt 👉 https://t…",-1,2,1
6,1337384682175012864,"@DeboraBoomsma Dag Debora, ik zou hierin het advies van de GGD opvolgen.  ^mb",-1,1,0
7,1337384269866479617,"@FysioAdamWest Hoi, je kunt vragen over de vaccinatie stellen aan @minvws ^mb",-1,1,0
8,1337379398467661824,Zie ook https://t.co/Fn0K41fwHI voor meer informatie over #COVID19.,-1,1,0
9,1337378902948405249,"Vragen over de coronamaatregelen?
➡️ https://t.co/5G9l5D81DB
➡️ @Rijksoverheid
➡️ 0800-1351

Vragen over de vaccina… https://t.co/aREehwJRxI",-1,1,0
10,1337044550800596995,6/6 Naast #COVID19 wordt #Infectieradar ook gebruikt voor de opsporing van andere virussen en infectieziekten zoals… https://t.co/XfIy6ADWWO,-2,1,-1
11,1337044548716007424,"5/6 De resultaten

Elke dinsdag publiceren wij de resultaten op de website https://t.co/NxYpPmoNaA. https://t.co/KvyiUEYrkO",-1,1,0
12,1337044544806924289,"4/6 Wel of geen klachten doorgeven

Ook als je geen klachten hebt, geef je dit door. Dit doe je via de vragenlijst… https://t.co/pyoshn1SJv",-1,1,0
13,1337044542713950208,"3/6 Wie doet mee?

Iedereen die in Nederland woont kan meedoen aan #Infectieradar. Bij aanmelding vul je een korte… https://t.co/IUS3jW2Hpy",-1,1,0
14,1337044540482576402,"2/6 Waarom Infectieradar?

Door bij te houden of mensen klachten hebben die kunnen wijzen op #COVID19, kunnen we ee… https://t.co/v15K0Du6dJ",-1,1,0
15,1337044538628714498,"1/6 Doe mee met Infectieradar

Doe mee met #Infectieradar en geef door of je last hebt van hoesten, snotteren, koor… https://t.co/vcJ3Iceh0g",-1,1,0
16,1336974192768675840,"Wij zoeken bedrijven die hun medewerkers vitaler en productiever willen maken. 
Juist nu! #COVID19. We hebben weer… https://t.co/VqZnEDoymj",-1,2,1
17,1336972062578139141,"@karinvestjens @MarionKoopmans Dag Karin, dit kun je het beste met de GGD in je regio overleggen. Zij kunnen hier beter in adviseren. ^mb",-1,1,0
18,1336964126048997376,"@TimothyGH Hoi Timothy, nee dat mag niet. Ze hebben ons logo inmiddels ook van hun website gehaald. ^mb",-1,1,0
19,1336952404131147779,"@RemStadhouders Hi Remco. Een nauw contact is iemand die langer dan een kwartier lang contact had op minder dan 1,5 meter. ^ms",-1,1,0
20,1336678440334929926,@InsinfuI Deze vraag kan je het beste stellen aan @GGDGHORNL ^am,-1,1,0
21,1336673668873801732,@HansRoepers De Gezondheidsraad adviseert nu om mensen die corona hebben gehad ook te vaccineren. Zie ook: https://t.co/lnNvXqVRjJ ^am,-1,1,0
22,1336652873699106817,"6/6: Van besmetting tot klachten

In de tijdlijn zie je hoe het virus zich ontwikkelt van besmetting tot het moment… https://t.co/MnrP3ucuON",-1,1,0
23,1336652870268153856,"5/6: Vermijd contact met kwetsbare mensen

Geen klachten en negatief getest op corona? Vermijd uit voorzorg tot en… https://t.co/0UK8OlMCyE",-1,1,0
24,1336652868850491392,"4/6: Testuitslag en kortere quarantaine

Ben je op óf na vijf dagen getest en is de uitslag negatief? Dan mag je ui… https://t.co/3uhwQtFcNw",-1,1,0
25,1336652867533479937,"3/6: Testen bij (geen) klachten

Heb je klachten? Maak een afspraak en laat je #testen. Heb je geen klachten? Maak… https://t.co/Id2Q0vqRCF",-1,1,0
26,1336652866140958727,"2/6 Wanneer in #quarantaine?

Als een van je huisgenoten #COVID19 heeft, je nauw contact hebt gehad met iemand die… https://t.co/u39vO9wUev",-1,1,0
27,1336652864677171203,Vanaf 1 december zijn de regels voor #quarantaine voor #COVID19 anders. Je kunt je nu tijdens quarantaine ook zonde… https://t.co/JDJXg7grqi,-1,1,0
28,1336642710158123009,Op vrijdag 27 november en op vrijdag 4 december vergaderde het #OMT over #COVID19. Bekijk beide adviezen hier 👉… https://t.co/EPMy2atMdj,-1,1,0
29,1336617113147072514,"RT @VWSTweedeKamer: Bekijk de powerpointpresentatie van Jaap van Delden, programmadirecteur vaccinatie COVID-19 @rivm, hier: https://t.co/3…",-1,1,0
30,1336603806939951104,Om 10.30 geven Jaap van Dissel en Jaap van Delden toelichting over #COVID19 en de #vaccinatiestrategie. https://t.co/1E8T2okAQA,-1,1,0
31,1336376449478123520,"RT @Rijksoverheid: Het aantal coronabesmettingen blijft te hoog. Daarom blijven we in de gedeeltelijke lockdown, ook tijdens de feestdagen.…",-1,1,0
32,1336330021636505616,In verschillende media wordt gesteld dat wij berekeningen hebben gemaakt voor een notitie over horeca van het minis… https://t.co/33moyom0hQ,-1,1,0
33,1336320961662971905,#stookalert voor de provincies #Gelderland en #Limburg. Het weer zorgt ervoor dat rook hier langer blijft hangen. V… https://t.co/cFTiCGlDKq,-1,1,0
34,1336318264121561088,@SandervanBetten Het is inmiddels aangepast naar 20 november door de Rijksoverheid. Je kunt het ook in de epidemiol… https://t.co/Pla70ebETO,-1,1,0
35,1336307303260282883,"Sinds vorige week gemeld: 

- 1.229 mensen opgenomen in ziekenhuis (vorige week 1.007)
- 179 mensen opgenomen op IC… https://t.co/AVA7L9nWa6",-1,1,0
36,1336249058495782912,"@HarryKeizer @sheilasitalsing @woukevscherrenb Hoi Harry, je kunt deze gegevens vinden op het coronadashboard: https://t.co/lzHm1YwGww ^mb",-1,1,0
37,1336247834362974208,"@ArendKoene Dag Arend, wij publiceren eens per week, op dinsdag, de cijfers. Je kunt dan op onze website veel extra… https://t.co/P5D7atFDY4",-1,1,0
38,1336247337358942208,"@MeijersManfred Hoi Manfred, informatie over de griepcijfers kun je op onze website vinden: https://t.co/zFZiSKcwdt ^mb",-1,1,0
39,1336236718211600384,"@quovadisweblog Hi Aldert, je kunt daar op onze website meer over lezen: https://t.co/KmNpiayVFN ^mb",-1,1,0
40,1335982801854795777,"@Rob4005 Hoi Rob, wij geven eens per week, op dinsdag, duiding bij de cijfers. Je kunt dan op onze website ook het… https://t.co/if4Cpa7huM",-1,1,0
42,1335977471087419392,"@montferpolitiek hoi, vragen over het vaccin kun je stellen aan @minvws ^mb",-1,1,0
43,1335977235778514945,"@gofish79 hoi, je kunt dit nalezen in ons epidemiologisch rapport, vanaf pagina 21: https://t.co/JeR0OnKnpX ^mb",-1,1,0
44,1335940461995896833,RT @MinVWS: Begin 2021 verwachten we in Nederland de eerste mensen te kunnen vaccineren tegen het coronavirus. We ontvangen veel vragen hie…,-1,1,0
45,1335902890800635904,Om inzicht te krijgen in de #luchtkwaliteit hebben boeren en omwonenden in de gemeente Venray een jaar lang… https://t.co/3X8TyBEsVc,-1,1,0
46,1334868539145146368,"RT @VTV_rivm: Het thema COVID-19 in de #cVTV belicht de belangrijkste risicofactoren voor een ernstig beloop van COVID-19.
➡️ https://t.co/…",-1,1,0
47,1334860067934531589,"@Tamarasha @hugodejonge @MinVWS Hallo Tamara, @MedicijnNL is nog druk bezig met het onderzoeken van de vaccins. Voo… https://t.co/mE8F5wZ5lM",-1,1,0
48,1334829071616905216,"@hoedjevanpap Hallo Hoed, deze vraag kan je beter stellen aan @MedicijnNL of kijk naar hun draadje hierover: https://t.co/OSwa84Tj8C ^nv",-1,1,0
49,1334828494866558976,"@noncrea Hi Estela, goed dat jullie afstand houden, gezien de cijfers is het voorlopig nog nodig om geen grote groe… https://t.co/M6FMNhBtFD",-1,1,0
50,1334827691804143618,"RT @MedicijnNL: Waar vind ik op basis waarvan een medicijn of vaccin is goedgekeurd, en wat er allemaal in zit? #coronavirus (1/3) https://…",-3,1,-1
51,1334811913637785600,Vragen en antwoorden  ➡️ https://t.co/oEK5CboZmx,-1,1,0
52,1334811912090099713,@MinVWS geeft publieksinformatie,-1,1,0
53,1334811910823407616,"Wij zorgen voor begrijpelijke informatie voor o.a. uitvoerders van gezondheidszorg, GGD’en, huisartsen en arbo artsen",-1,1,0
54,1334811909275734016,Wij ontwikkelen een landelijk registratiesysteem,-1,1,0
55,1334811907895812097,"Wij regelen veilige opslaglocaties, het vervoer en de distributie",-1,1,0
56,1334811906310348800,Wij informeren professionals over het toedienen van vaccins,-1,1,0
57,1334811904062222337,"Vaccin COVID-19, wat doen wij? 
Meer weten over de rol van het RIVM ➡️📽️ https://t.co/88kEXEYL6k",-1,1,0
58,1334785000496099333,"@MarisMondria @MeItzLarz Hoi, je kunt ook bellen naar de GGD om een testafspraak te maken, 0800-1202 ^mb",-1,1,0
59,1334516997632241665,"@tmveerman Hoi Dick, je kunt hier meer over lezen in onze wekelijkse rapportage, op bladzijde 22: https://t.co/QQcB5VEsia ^mb",-1,1,0
60,1334513323556171777,Mensen met overgewicht nemen deel aan de gecombineerde leefstijlinterventie #GLI ondanks de COVID-19 pandemie. Er d… https://t.co/PunOqNTVDr,-1,1,0
61,1334485386857500673,"@RamseyGarnaoui Hoi, bedankt voor je bericht. De website is weer bereikbaar. ^mb",-1,1,0
62,1334484339892088838,@RamseyGarnaoui Bedankt Ramsey. ja het is bekend en gemeld en ze zijn ermee bezig. Excuses voor het ongemak. ^mk,-1,1,0
63,1334444311354740739,"@wes_hm_t Hi Wesley, je kunt de richtlijn die van toepassing is nalezen op onze pagina voor zorgprofessionals: https://t.co/KUYkTmsWCj  ^mb",-1,1,0
64,1334139177139654660,"@FairlyOddNien @GezondLevenNL Vragen over mondkapjes, mondkapjesplicht en uitzonderingen hierop kan je stellen aan… https://t.co/g4VzWprqoq",-1,1,0
65,1334117709831921665,"RT @vakbladh2o: Nieuwe studie @rivm en @deltares bevestigt: #medicijnresten zijn een risico voor #waterkwaliteit
https://t.co/hoH4gchlqf
#o…",-1,1,0
66,1334108609748348928,"RT @MedicijnNL: Het nieuws van deze week staat er vol mee: het gaat snel nu, met de ontwikkeling van #coronavaccins. Wat doen ze precies, e…",-1,1,0
67,1334079563551432709,@jokertje8 puntschatting van R gegeven. Zie ook: https://t.co/XSp4xC5L1b ^am 2/2,-1,1,0
68,1334079559885582338,"@jokertje8 De betrouwbaarheid van de schatting wordt kleiner voor recentere dagen, omdat de meldingen voor recente… https://t.co/d4rrY4uEBh",-1,1,0
69,1334045018378694656,@mborgeld Je kunt op onze website lezen hoe we de R berekenen: https://t.co/0iw2tQbgwv ^am,-1,1,0
70,1333809605005238272,"@JosetteSchoenma @keshy2020 Hoi Josette, de cijfers van kalenderweken geven een completer beeld in verband met nameldingen. ^mb",-1,1,0
71,1333799233627979780,"@keshy2020 Hi Keshy, in het nieuwsbericht is de afgelopen kalenderweek opgenomen. In de pdf staan meldingen van de… https://t.co/vCEgkP3IJa",-1,1,0
72,1333781694793490432,"@Ramon56634057 Hoi Ramon, een positieve test toont wel een besmetting aan. Zie ook: https://t.co/qctx0eh2T5 ^mb",-1,1,0
73,1333774760380141570,"@VrijdenkerRitch Hoi Richie, je kunt meer informatie over de griep vinden op onze website: https://t.co/zFZiSKcwdt ^mb",-1,1,0
74,1333774513729888257,"@LukeDamnNode Hoi Luke, via de link kun je meer informatie vinden op onze website: https://t.co/2k1aOyBL1c ^mb",-1,1,0
75,1333771659359252480,"Sinds vorige week dinsdag gemeld bij het RIVM: 
- 1.007 mensen opgenomen in ziekenhuis (vorige week 1.291)
- 183 me… https://t.co/iPKoyxbziV",-1,1,0
76,1333762434843226113,"@erwingeo @NOS Dag Erwin, wij geven eens per week, op dinsdag, duiding bij de cijfers. ^mb",-1,1,0
77,1333762165099143171,"@RemcoWagemakers @MinVWS Dag Remco, bedankt voor je bericht. We zijn hier inderdaad van op de hoogte en hebben actie ondernomen.  ^mb",-1,1,0
78,1333722988622065665,"@RietWartenbergh Dag Riet, vragen over de maatregelen kun je stellen aan de @rijksoverheid. ^mb",-1,1,0
79,1333722412823797766,"@janszoon Dag Janszoon, dit is een link naar de website van de @rijksoverheid. ^mb",-1,1,0
80,1333715155755163649,@tantedien37 Je kunt vragen over mondkapjes en de mondkapjesplicht stellen aan de @rijksoverheid ^am,-1,1,0
81,1333705772446969857,Een zeer actuele #leerstoel. #crisesenrampen #arq @Nivel_research @rug_gmw https://t.co/qFzQ9UbxXo,-1,1,0
82,1333415006000517121,Op Black Friday was het druk in de winkels. Half november gaven Nederlanders juist aan vaker drukte te mijden dan 6… https://t.co/439h1yYxMe,-1,1,0
83,1333405864825335809,"@pientka_marleen Hoi Marleen, een menglaag en grenslaag zijn hetzelfde. Grenslaag is de meteorologische term. ^al",-1,1,0
84,1333373986235879432,@Ang_DH_ Hi Ang. Vragen over de mondkapjesplicht kun je stellen aan @Rijksoverheid. ^ms,-1,1,0
85,1333354877603504129,"@gysygraaf Hoi Gijske, vragen over de mondkapjesplicht kun je stellen aan de @rijksoverheid ^mb",-1,1,0
86,1333336514412089344,"@sbeaumont Hoi, bovenstaand filmpje is van 30 januari. Je kunt meer over de mondkapjesplicht in het ov vinden op de… https://t.co/Wvfi4ksJZT",-1,1,0
87,1333328356960575488,"@HeleenFaas Hoi Heleen, wij geven een keer per week, op dinsdag, duiding bij de cijfers. Je kunt dan alle gegevens… https://t.co/OCzled8CsV",-1,1,0
88,1332369663238549506,"@SemmiMorris Hi Semmi, dat onderzoek wordt inderdaad jaarlijks gedaan. Alle rapporten over elk bevolkingsonderzoek… https://t.co/EZLB3dPZCz",-1,1,0
89,1332345959897067523,In 2019 zijn er bij het #bevolkingsonderzoekDarmkanker meer dan 3.000 darmtumoren en 18.000 voorstadia van… https://t.co/cnaiJ8rnv7,-1,1,0
90,1332342192984231936,In 2019 is bij het #bevolkingsonderzoekBaarmoederhalskanker bij 9.8% van de deelnemers #HPV opgespoord. Dat gebeurd… https://t.co/Y05TlnIcxi,-1,1,0
91,1332336067589103618,In een speciale uitgave van de #Volksgezondheid Toekomstverkenning (VTV) is beschreven hoe de #coronapandemie de ge… https://t.co/W06YDx50Tl,-1,2,1
92,1332331780226109442,@Moestuintje26 Een positieve COVID-19 test moet bij wet gemeld worden bij de GGD. Daar moeten alle partijen zich aa… https://t.co/FYhzk2HX2q,-1,1,0
93,1332315339762364418,@Marjet1981 Informeer bij je gemeente naar de mogelijkheid van buurtbemiddeling. Ook voorlichtingsorganisatie Milie… https://t.co/DX4D7wLk9H,-1,1,0
94,1332315164520173568,"@Marjet1981 Hoi Marjet, probeer er samen met diegene die de overlast veroorzaakt uit te komen. Soms zijn een goed g… https://t.co/xJsFdiiX5S",-1,1,0
95,1332314524767154178,@Koeriersbedrij1 Hoi! Vandaag is er inderdaad geen stookalert afgegeven. ^al,-1,2,1
96,1332313711550353409,"@pientka_marleen op &gt;50% van een provincie
Moet gelden voor 6 aaneengesloten uren in tenminste de periode 18:00-24:00^ al 4/4",-1,1,0
97,1332313698141134856,"@pientka_marleen deze ongunstige weersomstandigheden. Daarnaast kijkt het RIVM naar smog door fijn stof.

De techni… https://t.co/esEBFS5YO7",-1,2,1
98,1332313695167385601,@pientka_marleen Bij de weersverwachting kijkt het KNMI naar de windsnelheid en de dikte van de onderste luchtlaag.… https://t.co/Ez3ynSuWUb,-1,1,0
99,1332313691904237569,"@pientka_marleen Hoi Marleen, Het RIVM kan een stookalert versturen in 3 situaties: ongunstige weersomstandigheden,… https://t.co/cxnJtMMrWz",-1,1,0
100,1332310086501457922,"RT @MinVWS: Voordat een vaccin tegen corona wordt toegelaten op de Nederlandse markt, doorloopt het een aantal stappen. Zo weten we zeker d…",-1,1,0
101,1332252660586729475,"De landelijke #vaccinatiegraad is voor het eerst in vijf jaar, voor vrijwel alle #vaccinaties, gestegen. Dat blijkt… https://t.co/cYDp6DBsRn",-1,1,0
102,1332036135699296257,"@degeneraal4 @middendrenthe Hoi Folkert, met een stookalert willen we mensen er bewust van maken dat houtrook overl… https://t.co/sSxPzkDdNu",-1,1,0
103,1332008339488854017,Het project Virtual Human Platform is gehonoreerd door de #NWA. Hierin werken we samen met oa @UniUtrecht en… https://t.co/EqiPOkEePg,-1,1,0
104,1331967448288030720,@pientka_marleen Er kan variëren van een tiental meters tot enkele honderden meters. 2/2,-1,1,0
105,1331967391023190016,@pientka_marleen Leuke vragen Marleen :) De grenslaaghoogte wordt niet gemeten. Dat wordt berekend uit verschillend… https://t.co/Oftq6N3ALE,-1,2,1
106,1331963538424860672,"@sering80 @KNMI verdund. Bovendien gaat het om de verwachting, niet om de actuele situatie. Dit alles bij elkaar he… https://t.co/k2GjJdYCwN",-1,1,0
107,1331963535316963336,@sering80 @KNMI helft van het oppervlak van een provincie. De provinciegrens wordt strikt nageleefd. Naast de winds… https://t.co/RyXhzAy25j,-3,1,-1
108,1331963529562361857,@sering80 @KNMI Voor het afgeven van een stookalert baseren we ons op modelberekeningen en vooraf vastgestelde crit… https://t.co/1BIWSmTEbo,-1,1,0
109,1331952734602465283,"Bij ruim 90% van de mensen bij wie #antistoffen tegen het #coronavirus (SARS-CoV-2) in het bloed zitten, zijn ruim… https://t.co/MtnBgdNYRQ",-1,1,0
110,1331952674108006401,"@georgehbv Klopt George, de ongunstige weersomstandigheden, zoals weinig wind en een dunne onderste luchtlaag zorge… https://t.co/nG9xnaaEVY",-1,1,0
111,1331948071413047297,"@Thermopunt Hi Tinus, het RIVM geeft alleen advies over houtstook. Voor vragen over het beleid rondom houtstook kun je bij @MinIenW terecht.",-1,1,0
112,1331943828954230800,@WilHenkes Nog een belangrijke toevoeging: Naast de windsnelheid is de menglaaghoogte ook belangrijk. In de provinc… https://t.co/yC3dBmVaL2,-3,1,-1
113,1331943401617494017,@pientka_marleen Daardoor treedt er meer vermenging op en worden de concentraties verontreiniging vanuit houtkachel… https://t.co/80mzcK0ET3,-1,1,0
114,1331943329492242438,"@pientka_marleen Hoi Marleen, klopt voor de overige provincies is geen stookalert afgegeven. Naast de windsnelheid… https://t.co/Oe7qkYkzso",-3,1,-1
115,1331940343282065408,@WilHenkes Bovendien moet dit gelden voor tenminste de helft van het oppervlak van een provincie. Voor Gelderland i… https://t.co/DnkcP8zoY5,-1,1,0
116,1331940165779066881,"@WilHenkes Hoi Wil, voor het afgeven van een stookalert baseren we ons op modelberekeningen en vooraf vastgestelde… https://t.co/PyTlRapDqw",-1,1,0
117,1331924041666613255,"#Stookalert voor Groningen, Friesland, Drenthe, Overijssel, N-Holland, N-Brabant, Flevoland. Advies: laat je… https://t.co/wGfNEEeTq5",-1,1,0
118,1331918017744297984,@Jachtmisstanden Meer informatie over de vossenlintworm en hoe de lintworm uiteindelijk bij de mens kan komen staat… https://t.co/bcWFgqPyed,-1,1,0
119,1331876996129972226,"@Zwollywood2010 Dag Ronald, je kunt al deze gegevens nalezen op onze website: https://t.co/2k1aOyBL1c ^mb",-1,1,0
120,1331623818515927041,"@GMD74 Hoi, je kunt hierover meer informatie vinden op onze website: https://t.co/lfzw2PFJgU ^mb",-1,1,0
121,1331611703562350592,"@briggie62 @NOS Dag Brigitte, wij geven eens per week duiding bij de cijfers. Je kunt informatie vinden over de act… https://t.co/j974b8ns2i",-1,1,0
122,1331611355862982656,"@JoepSchulten @RennieHooi Dag Joep, je kunt meer informatie over de reproductiefactor vinden op onze website: https://t.co/lfzw2PFJgU  ^mb",-1,1,0
123,1331611001750511619,"@JoepSchulten @RennieHooi Dag Joep, je kunt hier meer informatie over vinden op onze website: https://t.co/wVPfYRXvPJ ^mb",-1,1,0
124,1331603317223518209,Op vrijdag 20 november 2020 vergaderde het #OMT onder andere over de voor- en nadelen van grootschalig én vaker… https://t.co/BQJvcULxVm,-1,1,0
125,1331596049539063809,"@JaspervGe Hi Jasper. Dat is precies wat we doen. We geven één keer in de week, op dinsdag, een update met de cijfe… https://t.co/Wj2TLF4Azx",-1,1,0
126,1331575264963399680,Het #bevolkingsonderzoek #darmkanker vermindert de hoeveelheid #plastic in uitnodigingen. Mensen die 2 ronden niet… https://t.co/vSrNOMVv7j,-1,1,0
128,1331533878536900610,"@inja5248 @aboutanurse @MintheG Hallo Ingrid, Misschien kan @MedicijnNL je hier antwoord op geven. Zij zijn betrokk… https://t.co/ndePYOlno1",-1,1,0
129,1331533764275691520,@zusterIris van eigen GGD-teststraten of van andere partijen. ^mb,-1,1,0
